Date & Time,Customer ID,Product ID,Quantity Sold,Unit Price,Total Transaction Amount,Store ID
2023-11-09 14:43:35,C0907,P089,9,43.72,393.5,S001
2023-11-09 21:56:40,C0459,P093,1,75.55,75.55,S005
2023-11-10 00:45:57,C0608,P074,3,74.02,222.07,S010
2023-11-10 04:59:27,C0391,P013,6,19.32,115.92,S010
2023-11-10 06:14:12,C0131,P005,6,36.32,217.94,S010
2023-11-10 12:27:12,C0900,P079,2,62.46,124.92,S009
2023-11-10 13:44:39,C0945,P070,8,45.34,362.7,S003
2023-11-10 20:57:03,C0533,P018,7,29.04,203.27,S007
2023-11-10 21:33:06,C0079,P075,8,21.23,169.88,S004
2023-11-11 10:45:34,C0906,P055,8,46.72,373.74,S008
2023-11-11 16:48:56,C0880,P042,6,71.86,431.18,S009
2023-11-11 20:35:11,C0777,P092,5,57.99,289.97,S006
2023-11-12 06:32:16,C0264,P030,4,85.02,340.09,S004
2023-11-12 18:55:01,C0149,P058,1,97.98,97.98,S002
2023-11-13 03:26:52,C0609,P087,5,94.94,474.68,S009
2023-11-14 01:38:54,C0974,P065,7,28.14,196.97,S004
2023-11-14 14:24:36,C0174,P011,8,40.03,320.27,S001
2023-11-15 03:30:17,C0112,P028,5,86.17,430.83,S010
2023-11-15 10:52:01,C0119,P024,2,41.58,83.15,S005
2023-11-16 00:57:19,C0516,P074,4,70.17,280.67,S008
2023-11-16 14:33:41,C0174,P027,5,66.06,330.31,S007
2023-11-17 05:59:36,C0672,P088,5,20.15,100.75,S010
2023-11-17 06:16:05,C0463,P067,1,56.27,56.27,S007
2023-11-17 20:48:52,C0773,P066,8,73.93,591.45,S006
2023-11-18 08:07:37,C0201,P052,6,3.3,19.78,S006
2023-11-19 03:43:55,C0849,P044,5,35.33,176.66,S006
2023-11-19 11:45:01,C0160,P057,5,41.4,207.02,S007
2023-11-20 06:15:03,C0323,P061,1,27.65,27.65,S002
2023-11-20 20:37:19,C0372,P077,5,73.47,367.37,S004
2023-11-21 10:00:12,C0294,P035,8,21.75,173.99,S001
2023-11-21 15:52:05,C0599,P095,6,40.78,244.68,S009
2023-11-21 19:09:10,C0182,P097,6,35.45,212.69,S005
2023-11-21 19:32:53,C0806,P038,4,10.0,40.01,S008
2023-11-22 04:29:55,C0720,P074,2,83.98,167.97,S004
2023-11-22 20:05:08,C0721,P057,1,98.94,98.94,S010
2023-11-22 21:29:15,C0989,P090,5,29.84,149.22,S002
2023-11-23 00:27:40,C0971,P076,7,60.76,425.29,S004
2023-11-23 00:44:04,C0942,P031,4,28.07,112.26,S009
2023-11-23 06:00:22,C0588,P071,1,40.57,40.57,S006
2023-11-23 12:32:50,C0963,P005,7,32.32,226.25,S010
2023-11-23 13:02:54,C0754,P054,5,83.68,418.39,S005
2023-11-24 04:55:37,C0713,P034,3,48.35,145.04,S002
2023-11-24 10:16:18,C0844,P037,6,82.37,494.21,S010
2023-11-24 20:47:27,C0337,P041,7,12.51,87.55,S007
2023-11-25 08:52:17,C0854,P004,3,5.6,16.81,S003
2023-11-25 12:22:06,C0059,P077,4,13.33,53.34,S002
2023-11-26 01:08:51,C0107,P014,2,68.44,136.87,S004
2023-11-27 00:22:15,C0281,P058,7,9.17,64.22,S005
2023-11-27 00:29:04,C0622,P030,8,60.32,482.57,S002
2023-11-27 06:18:41,C0890,P007,3,49.4,148.21,S008
2023-11-27 10:35:11,C0192,P062,1,23.59,23.59,S003
2023-11-27 12:18:40,C0245,P086,9,64.18,577.58,S002
2023-11-27 18:33:42,C0973,P064,6,8.56,51.36,S007
2023-11-27 23:53:41,C0072,P083,6,1.71,10.26,S002
2023-11-28 00:30:45,C0860,P018,9,28.58,257.21,S004
2023-11-28 03:54:07,C0832,P063,4,29.12,116.47,S010
2023-11-30 01:07:02,C0262,P060,8,40.98,327.85,S001
2023-12-01 04:43:40,C0020,P086,5,61.21,306.03,S009
2023-12-01 11:09:40,C0231,P070,1,23.0,23.0,S008
2023-12-01 11:40:10,C0994,P028,9,28.15,253.39,S003
2023-12-01 13:11:45,C0821,P008,5,11.35,56.74,S007
2023-12-02 00:54:40,C0354,P013,3,30.28,90.85,S008
2023-12-02 09:49:27,C0833,P073,6,1.11,6.63,S002
2023-12-02 13:59:50,C0334,P054,3,60.53,181.6,S001
2023-12-02 21:12:41,C0888,P063,8,24.15,193.23,S005
2023-12-02 23:59:18,C0133,P100,7,32.87,230.09,S010
2023-12-03 03:15:31,C0513,P100,4,48.19,192.77,S009
2023-12-03 11:51:45,C0782,P050,7,30.0,209.98,S006
2023-12-03 19:25:04,C0651,P004,2,21.66,43.32,S003
2023-12-03 20:05:52,C0902,P070,9,24.47,220.26,S010
2023-12-05 06:22:48,C0543,P079,5,33.55,167.74,S006
2023-12-05 16:31:57,C0367,P046,3,59.96,179.88,S009
2023-12-05 17:24:37,C0361,P056,8,32.65,261.18,S008
2023-12-05 21:02:16,C0722,P073,6,66.92,401.54,S001
2023-12-05 21:14:26,C0787,P001,5,62.55,312.75,S006
2023-12-06 04:32:50,C0731,P064,9,1.4,12.59,S008
2023-12-06 11:45:37,C0708,P056,9,37.8,340.17,S006
2023-12-06 20:57:31,C0379,P096,5,53.24,266.2,S001
2023-12-06 23:52:59,C0482,P020,7,17.88,125.15,S007
2023-12-07 07:20:38,C0314,P080,1,44.93,44.93,S002
2023-12-07 16:30:06,C0144,P080,8,8.15,65.2,S003
2023-12-08 00:54:34,C0266,P067,2,97.16,194.33,S002
2023-12-08 01:32:22,C0045,P002,4,88.43,353.72,S001
2023-12-08 03:45:23,C0891,P056,3,4.37,13.1,S002
2023-12-08 06:26:13,C0787,P065,6,3.81,22.83,S007
2023-12-08 18:49:41,C0948,P056,3,65.22,195.67,S008
2023-12-08 22:07:54,C0815,P008,4,12.3,49.19,S005
2023-12-09 07:46:39,C0045,P016,9,62.6,563.43,S003
2023-12-09 11:04:53,C0968,P089,5,2.18,10.89,S005
2023-12-09 21:03:42,C0964,P085,3,25.83,77.49,S003
2023-12-10 04:50:15,C0334,P052,3,43.02,129.06,S008
2023-12-11 01:23:10,C0264,P061,3,24.88,74.63,S010
2023-12-11 18:02:50,C0376,P037,2,25.75,51.51,S009
2023-12-11 22:11:58,C0305,P091,2,91.42,182.83,S002
2023-12-12 02:04:57,C0926,P052,5,24.17,120.85,S004
2023-12-12 22:50:05,C0258,P050,9,76.2,685.81,S008
2023-12-13 01:26:52,C0760,P057,1,2.23,2.23,S010
2023-12-13 05:49:10,C0445,P074,8,17.63,141.0,S003
2023-12-13 10:12:13,C0315,P024,7,23.7,165.91,S001
2023-12-13 17:29:48,C0606,P043,7,13.05,91.34,S001
2023-12-14 02:21:46,C0480,P098,2,98.25,196.49,S003
2023-12-14 06:58:03,C0179,P047,8,21.98,175.87,S008
2023-12-14 11:16:13,C0610,P021,8,63.93,511.46,S007
2023-12-14 15:05:41,C0145,P035,4,36.1,144.42,S010
2023-12-15 02:10:15,C0946,P067,2,44.84,89.67,S009
2023-12-15 09:01:18,C0097,P033,6,17.35,104.07,S001
2023-12-15 11:30:16,C0029,P015,4,29.23,116.91,S005
2023-12-15 11:49:47,C0559,P093,3,27.85,83.55,S001
2023-12-15 14:46:51,C0023,P010,5,89.28,446.42,S010
2023-12-15 17:15:43,C0817,P098,7,93.17,652.18,S008
2023-12-16 00:17:07,C0900,P010,9,4.56,41.03,S003
2023-12-16 09:43:20,C0116,P078,3,88.78,266.33,S010
2023-12-16 21:10:48,C0760,P094,4,9.89,39.55,S003
2023-12-17 17:56:39,C0675,P051,6,30.11,180.67,S003
2023-12-17 18:37:42,C0195,P073,3,98.28,294.85,S009
2023-12-17 19:38:35,C0810,P075,7,71.24,498.65,S005
2023-12-17 23:35:13,C0029,P062,5,91.3,456.52,S006
2023-12-19 00:30:09,C0387,P019,3,81.1,243.29,S001
2023-12-19 21:35:54,C0497,P052,4,75.59,302.35,S001
2023-12-20 14:45:13,C0148,P001,4,18.79,75.14,S007
2023-12-20 14:58:43,C0146,P041,1,4.23,4.23,S005
2023-12-20 16:02:25,C0670,P046,3,83.6,250.81,S004
2023-12-20 19:23:45,C0639,P003,7,83.9,587.31,S003
2023-12-20 20:09:10,C0993,P039,8,91.95,735.57,S008
2023-12-20 21:00:18,C0716,P041,5,61.27,306.36,S010
2023-12-21 13:04:30,C0209,P019,4,27.78,111.11,S009
2023-12-21 19:59:59,C0444,P032,6,32.22,193.31,S003
2023-12-22 07:01:57,C0669,P095,3,78.34,235.03,S008
2023-12-22 09:24:12,C0306,P072,1,33.83,33.83,S009
2023-12-22 11:10:49,C0642,P064,3,95.83,287.48,S002
2023-12-22 22:42:14,C0413,P052,3,44.57,133.71,S003
2023-12-23 06:31:09,C0124,P069,6,56.39,338.34,S004
2023-12-23 09:52:25,C0658,P075,6,67.9,407.42,S008
2023-12-23 12:48:24,C0405,P026,9,37.21,334.87,S003
2023-12-23 21:29:47,C0346,P081,1,97.44,97.44,S008
2023-12-24 00:31:48,C0765,P061,4,80.06,320.23,S002
2023-12-24 02:39:49,C0850,P001,5,17.29,86.44,S002
2023-12-24 05:42:01,C0206,P043,8,87.3,698.4,S009
2023-12-24 10:44:30,C0672,P016,9,59.19,532.73,S001
2023-12-25 02:24:16,C0829,P083,4,20.25,80.99,S009
2023-12-25 10:02:55,C0630,P077,8,74.4,595.2,S005
2023-12-25 11:03:14,C0575,P044,8,31.58,252.6,S001
2023-12-26 00:16:19,C0293,P008,7,58.03,406.18,S004
2023-12-26 08:56:25,C0927,P042,6,99.47,596.85,S009
2023-12-26 13:18:11,C0824,P010,8,9.72,77.77,S007
2023-12-27 14:01:15,C0058,P057,8,24.25,193.99,S002
2023-12-27 17:04:49,C0025,P033,5,33.79,168.95,S001
2023-12-28 04:17:36,C0587,P071,4,55.58,222.31,S002
2023-12-29 00:42:09,C0266,P097,5,80.11,400.55,S001
2023-12-29 05:11:39,C0163,P068,2,13.36,26.72,S001
2023-12-29 06:43:18,C0729,P022,1,57.59,57.59,S002
2023-12-29 10:27:48,C0580,P096,8,61.31,490.45,S005
2023-12-30 01:17:48,C0404,P079,5,70.66,353.3,S003
2023-12-30 18:23:48,C0333,P043,3,93.51,280.52,S004
2023-12-30 19:39:45,C0259,P040,6,37.0,222.01,S008
2023-12-31 04:15:16,C0682,P086,1,22.37,22.37,S003
2023-12-31 07:40:20,C0337,P027,5,92.95,464.76,S003
